634.6983;3.78338E-10;1.64946E-14
634.7468;3.65479E-10;0
634.7954;3.52579E-10;1.79951E-14
634.844;3.39606E-10;1.79943E-14
634.8926;3.27069E-10;1.8608E-26
634.9574;3.10641E-10;1.86071E-26
635.0059;2.97964E-10;1.07962E-14
635.0545;2.85394E-10;1.79934E-14
635.1031;2.729E-10;1.86031E-26
635.1517;2.6045E-10;0
635.2003;2.48008E-10;9.29919E-27
635.2489;2.36019E-10;9.29881E-27
635.2974;2.23036E-10;9.29743E-27
635.346;2.11173E-10;0
635.3946;1.98E-10;0
635.4432;1.855E-10;0
635.508;1.70896E-10;9.30206E-27
635.5565;1.58617E-10;0
635.6051;1.47556E-10;9.30073E-27
635.6537;1.34627E-10;1.76243E-14
635.7023;1.21579E-10;1.07964E-14
635.7509;1.10396E-10;4.65373E-27
635.7995;9.79888E-11;0
635.848;8.83736E-11;4.65445E-27
635.8966;7.67945E-11;1.65056E-14
635.9452;6.66316E-11;1.80134E-14
635.9938;5.96136E-11;1.76484E-14
636.0424;4.52849E-11;2.32814E-27
636.1071;3.97778E-11;2.32843E-27
636.1557;2.02185E-11;0
636.2043;3.33004E-12;1.44158E-14
636.2529;1.94639E-12;0
636.3015;1.83847E-12;0
636.3501;1.73019E-12;0
636.3986;1.73037E-12;0
636.4472;1.6332E-12;1.08159E-14
636.4958;1.6226E-12;0
636.5444;1.62283E-12;0
636.593;1.62289E-12;0
636.6577;1.51459E-12;7.2826E-29
636.7063;1.51485E-12;7.28385E-29
636.7549;1.50394E-12;1.08197E-14
636.8035;1.40676E-12;0
636.8521;1.40694E-12;0
636.9007;1.40696E-12;0
636.9492;1.29878E-12;0
636.9978;1.29911E-12;0
637.4998;1.09056E-12;1.05562E-16
638.0019;9.28082E-13;1.05596E-16
638.5039;7.593E-13;1.40846E-16
639.0059;7.1333E-13;3.55693E-29
639.5079;6.45835E-13;1.05684E-16
639.9937;5.91057E-13;1.40929E-16
640.4958;5.35936E-13;3.5579E-29
640.9978;4.6714E-13;1.05664E-16
641.4998;4.01418E-13;0
642.0018;3.79183E-13;0
642.5038;3.20858E-13;1.4082E-16
643.0059;2.75701E-13;1.77769E-29
643.5079;2.21855E-13;0
643.9937;1.82802E-13;0
644.4957;1.52266E-13;1.05667E-16
644.9977;1.13078E-13;8.89249E-30
